compound,rev_score_sum,n_clusters
CPC010 VCAP 24H-corticosterone-10.0,6.863914852193124,17
LJP005 HT29 24H-NVP-AEW541-1.11,6.862269232836356,20
LJP006 MDAMB231 24H-QL-X-138-10,6.862251065116158,20
LJP005 MCF7 24H-YM-201636-10,6.859362622639843,20
CPC005 HA1E 24H-vorinostat-10.0,6.851886983662108,20
CPC015 A375 6H-scriptaid-10.0,6.851582013581243,20
CPC019 HA1E 6H-BRD-K64366758-10.0,6.851343995159242,19
CPC016 SKB 24H-sb 218078-10.0,6.851254535136469,20
CPC008 A375 6H-ncgc00185094-01-10.0,6.8501668412041195,20
LJP006 LNCAP 3H-WYE-125132-0.12,6.8495920790967695,20
CPC012 VCAP 24H-BRD-K74797618-10.0,6.846888463770372,20
CPC012 MCF7 6H-s1030-10.0,6.844268197225262,20
LJP009 HA1E 24H-olaparib-0.04,6.8441550834348295,20
LJP005 BT20 3H-tozasertib-0.37,6.839084431961445,20
CPC006 HCC515 24H-dg-041-40.0,6.83707512680068,20
LJP006 MCF10A 3H-sirolimus-0.37,6.835611682006091,20
CPC007 VCAP 24H-vorinostat-10.0,6.831468855530296,20
CPC008 VCAP 6H-ncgc00165208-01-10.0,6.830566037815976,20
LJP005 BT20 24H-GSK-1059615-1.11,6.82971147887464,20
CPC006 HT29 24H-bx-795-10.0,6.829294734100901,20
CPC014 HA1E 6H-t5323840-10.0,6.829102249392131,20
LJP006 HA1E 24H-sirolimus-0.12,6.823361143321749,20
LJP008 MCF7 24H-CGP-60474-0.37,6.822630723466113,20
CPC006 MDST8 6H-valdecoxib-177.6,6.8195623608224905,18
CPC006 CORL23 6H-ku 0060648 trihydrochloride-10.0,6.818877732694035,19
"CPC006 OV7 6H-ingenol 3, 20-dibenzoate-10.0",6.8150964180654725,20
CPC006 PC3 24H-ag14361-25.0,6.811909762618718,18
CPC005 PC3 6H-trichostatin a-10.0,6.811633273911151,20
CPC014 PC3 24H-BRD-U00779237-10.0,6.8108209649430815,20
CPC004 VCAP 24H-mitomycin c-10.0,6.810414104467182,20
CPC016 MCF7 24H-geldanamycin-10.0,6.807703333738264,20
CPC015 A549 24H-naloxone benzoylhydrazone-10.0,6.805287746965795,19
CPC006 PC3 24H-pac 1-10.0,6.804979786481362,20
CPC003 HA1E 24H-cgp 71683 hydrochloride-10.0,6.801554046178014,20
CPC009 MCF7 6H-BRD-K83670234-10.0,6.80072982371918,20
CPC015 MCF7 24H-vorinostat-10.0,6.8004968436283875,20
CPC010 HEPG2 6H-BRD-K43782924-10.0,6.79767751942317,19
LJP007 A549 24H-AZ-628-0.37,6.79660333798262,17
CPC020 VCAP 24H-perphenazine-10.0,6.796190116823384,18
LJP006 MCF7 24H-WZ-4-145-3.33,6.796165700640943,20
CPC012 A549 24H-pz0004-10.0,6.79533924540743,20
CPC009 HEPG2 6H-BRD-K97534490-10.0,6.7909311400896675,19
CPC008 PC3 24H-ncgc00182390-01-10.0,6.789041144442726,19
CPC008 VCAP 6H-trichostatin a-10.0,6.788624124942205,20
CPC008 VCAP 6H-BRD-K45399554-10.0,6.7878537728136585,18
CPD003 MCF7 24H-digoxigenin-10.0,6.785161087392387,20
LJP006 BT20 3H-ZSTK-474-0.37,6.784296041370086,13
LJP006 LNCAP 24H-torin-1-0.37,6.7821750959477125,20
LJP005 HS578T 24H-tozasertib-10,6.781341482208703,20
LJP009 A549 24H-GSK-429286A-10,6.779840157291716,16
CPC005 PC3 6H-rhodomyrtoxin b-10.0,6.7796067726374405,20
CPC004 VCAP 24H-estradiol-10.0,6.779308264098619,20
CPC019 VCAP 24H-BRD-K00007652-10.0,6.777441934024385,20
CPC019 MCF7 6H-trichostatin a-10.0,6.776769734599644,20
CPC013 PC3 24H-s1057-10.0,6.7742701168516,19
LJP005 A375 24H-vemurafenib-0.12,6.7740505059748255,20
LJP008 HA1E 24H-PFI-1-3.33,6.76984252384492,20
CPC013 SKB 24H-BRD-K19181733-10.0,6.76779927432291,19
CPC016 A375 6H-trichostatin a-10.0,6.76758647519803,20
CPC010 A375 6H-trichostatin a-10.0,6.7669951641768105,20
LJP005 BT20 3H-LDN-193189-10,6.766957280531797,20
CPC014 HCC515 6H-BRD-K83972459-10.0,6.7669135203132695,19
CPC009 MCF7 6H-BRD-K29143967-10.0,6.766675826195384,20
CPC006 OV7 6H-ct-200783-10.0,6.763121756450396,20
LJP006 BT20 3H-PF-562271-10,6.762394602783789,20
LJP009 HEPG2 24H-XMD-892-3.33,6.761343102894991,19
LJP006 BT20 24H-PI-103-0.37,6.760621393115964,20
LJP006 HCC515 24H-withaferin-a-1.11,6.757616143918529,20
CPC012 HCC515 6H-BRD-K21672423-10.0,6.75718754629902,18
CPC006 WSUDLCL2 6H-nsc 95397-10.0,6.756574842783253,19
CPC011 VCAP 24H-oxymetholone-10.0,6.7558468793968025,20
CPC005 MCF7 6H-paxilline-10.0,6.75440164087531,20
CPC006 HCC515 24H-trichostatin a-10.0,6.752623693003757,20
LJP006 HME1 3H-QL-X-138-1.11,6.7511378430140745,20
LJP005 A549 24H-mitoxantrone-0.37,6.750670605869908,20
CPC006 MDST8 6H-bms-536924-11.1,6.75055424460349,20
LJP009 A549 24H-PF-3758309-3.33,6.749731835940469,20
CPC001 PC3 6H-lylamine hydrochloride-10.0,6.7479768768657244,17
CPC005 PC3 24H-tetrindole mesylate-10.0,6.747761057090775,20
CPC006 HA1E 24H-b675700.cdx-0.04,6.7469726360861015,20
LJP006 PC3 24H-radicicol-0.37,6.746594761743189,19
CPC014 PHH 24H-BRD-U51951544-10.0,6.74548827051283,19
CPC004 HCC515 24H-BRD-A75409952 (wortmannin)-10.0,6.744700532029522,20
CPC017 ASC 24H-digoxin-10.0,6.742611105838912,20
LJP005 MDAMB231 24H-YM-201636-10,6.73965948297362,20
LJP007 HEPG2 24H-HG-14-8-02-10,6.738882391037716,20
CPC006 HA1E 24H-ci 976-80.0,6.736584320895582,20
LJP005 MCF10A 3H-GDC-0980-0.12,6.735751824609216,20
CPC006 LOVO 6H-arachidonyl trifluoro-methyl ketone-80.0,6.735504297503176,20
CPC015 A375 6H-tolbutamide-10.0,6.72967280970507,18
LJP005 BT20 3H-torin-2-1.11,6.728227853025596,18
LJP005 HS578T 24H-SU-11274-10,6.7262020316235365,20
CPC014 SKB 24H-s1527-10.0,6.724775583617753,20
CPC012 MCF7 24H-BRD-A20697603-10.0,6.718571984101157,20
CPC006 MCF7 24H-BRD-K04853698-10.0,6.71682404276127,20
CPD002 MCF7 6H-meclocycline sulfosalicylate-10.0,6.714928070313956,19
LJP006 SKBR3 3H-gefitinib-10,6.713283414140544,20
LJP006 MCF10A 24H-BI-2536-3.33,6.710196080717713,20
CPC019 PC3 6H-BRD-K86027709-10.0,6.706854381722056,19
CPD002 PC3 6H-carbidopa-10.0,6.705421966738577,19
CPC006 HCT116 6H-pp-110-22.2,6.70152123285486,20
CPC013 HCC515 6H-trichostatin a-10.0,6.699490827961041,20
CPC002 VCAP 24H-mifepristone-10.0,6.698533487978539,19
LJP006 HT29 24H-NVP-TAE684-0.37,6.697864792302702,20
LJP005 BT20 24H-WH-4-025-0.04,6.697591384284761,20
CPC009 PC3 24H-trichostatin a-10.0,6.697177541365014,20
CPC009 PC3 24H-BRD-K18726304-10.0,6.697128344802507,15
LJP005 MCF7 3H-CP466722-0.12,6.693992435808335,20
LJP006 LNCAP 3H-torin-1-10,6.69202870276814,20
CPC006 SW948 6H-quinacrine dihydrochloride dihydrate-10.0,6.688902482093598,20
CPC013 VCAP 6H-s1085-10.0,6.688379120929258,18
CPD002 PC3 24H-irinotecan hydrochloride trihydrate-10.0,6.687894783839105,20
LJP006 LNCAP 3H-palbociclib-3.33,6.685851689415672,20
CPC006 RMGI 6H-BRD-A36630025-0.35,6.682333713171564,19
"CPC006 NCIH2073 6H-ingenol 3, 20-dibenzoate-10.0",6.6802868420997585,20
CPC007 A375 6H-BRD-K60870698-10.0,6.679825375507719,20
CPC006 HA1E 24H-vorinostat-11.1,6.678897897228686,20
LJP006 LNCAP 24H-mitoxantrone-0.04,6.678399759417056,20
LJP005 MDAMB231 24H-NVP-AUY922-0.37,6.678165197379168,20
LJP007 HT29 24H-PHA-767491-10,6.677895803153742,20
LJP006 SKBR3 3H-torin-1-0.04,6.676748967454104,20
CPC013 MCF7 6H-BRD-U68942961-10.0,6.676255591049008,18
LJP008 A375 24H-pracinostat-1.11,6.676023707336078,20
CPC005 HCC515 6H-bibu 1361 dihydrochloride-10.0,6.673094115180096,20
LJP009 HCC515 24H-KIN001-127-3.33,6.668460849836563,20
CPC006 HEPG2 6H-wortmannin-10.0,6.667195771682483,19
LJP006 MCF7 3H-linifanib-10,6.665657719862269,20
CPC009 VCAP 24H-BRD-K14788918-10.0,6.665575102256048,20
LJP006 LNCAP 3H-PHA-793887-3.33,6.664272215662544,20
CPC006 A375 24H-BRD-K10705233-40.0,6.661950440637724,20
LJP008 A549 24H-azacitidine-3.33,6.661903492674781,20
LJP007 HT29 24H-AZ-628-0.04,6.660529282870077,20
LJP007 HT29 24H-NVP-BGT226-1.11,6.658643656287243,20
CPC005 HA1E 24H-tetrindole mesylate-10.0,6.657433689994994,20
CPC014 MCF7 6H-hy-11001-10.0,6.653256749411047,20
LJP006 HS578T 3H-KIN001-043-10,6.649876323333993,20
LJP005 MCF7 3H-XMD16-144-10,6.649800179274003,20
CPC014 SKB 24H-BRD-U64289953-10.0,6.648287686790613,17
LJP008 HCC515 24H-sirolimus-10,6.648001287814171,20
CPC017 A549 24H-ikk 16-10.0,6.647712893818257,20
LJP006 PC3 24H-palbociclib-3.33,6.647375147662893,19
CPC014 VCAP 24H-k3644-10.0,6.647267353266426,17
LJP005 MDAMB231 3H-mitoxantrone-3.33,6.646614971145393,20
CPC010 HA1E 6H-trichostatin a-10.0,6.643640907582877,17
CPC019 MCF7 24H-BRD-K49010888-10.0,6.643128349166555,20
CPC014 A375 6H-a2478-10.0,6.637926628635883,20
CPC013 PC3 6H-s1057-10.0,6.6376867506077755,20
LJP006 MCF7 24H-NVP-TAE684-0.37,6.637624795152618,20
CPC013 MCF7 24H-s1057-10.0,6.637297180630707,19
CPC006 HA1E 6H-BRD-K92317137-10.0,6.637145311131875,20
LJP006 MDAMB231 24H-mitoxantrone-0.12,6.634659352610052,20
LJP008 A549 24H-EX-527-0.37,6.634385690998931,15
CPC006 U937 6H-pi 103 hydrochloride-11.1,6.633652938779467,20
CPC008 A549 6H-BRD-K98676510-10.0,6.633559029500044,20
LJP007 HA1E 24H-NVP-TAE226-10,6.629766573159293,20
CPC006 MCF7 24H-tg101348-11.1,6.628505550528309,20
CPC014 PC3 24H-BRD-A11702965-10.0,6.626114068738756,20
CPC006 A673 6H-BRD-K31342827-12.12,6.621685524631101,20
LJP006 HA1E 24H-OSI-027-0.12,6.621202142352907,20
CPC020 VCAP 24H-danazol-10.0,6.620311472268681,20
CPC019 VCAP 24H-BRD-K53610452-10.0,6.619128556508554,18
LJP006 HCC515 24H-PI-103-3.33,6.6183820236638535,20
CPC004 HA1E 6H-rosuvastatin calcium-10.0,6.613561112635891,16
CPC012 A549 6H-st056792-10.0,6.610212294621263,20
LJP007 PC3 24H-AT7867-10,6.609993708069207,20
CPC014 PC3 24H-s1120-10.0,6.609468824464014,19
LJP009 A549 24H-RAF 265-0.37,6.609018750949441,16
CPC006 U937 6H-BRD-K31342827-12.12,6.608665798283465,20
LJP005 HS578T 3H-GDC-0980-10,6.607249288926032,20
CPC006 MCF7 6H-BRD-K05649647-20.0,6.606784034169877,20
CPC008 PC3 24H-trichostatin a-10.0,6.604698416450653,20
LJP006 HME1 24H-mitoxantrone-1.11,6.60386703235806,20
LJP005 MDAMB231 3H-radicicol-1.11,6.597695600418147,20
CPC007 PC3 6H-BRD-K86456986-10.0,6.597529954758229,19
CPC020 VCAP 6H-BRD-A48631911-10.0,6.596450771247065,19
CPC007 HT29 24H-trichostatin a-10.0,6.5941130373660775,20
CPC009 VCAP 24H-BRD-K96704648-10.0,6.59226410501128,18
CPC014 SKB 24H-s1080-10.0,6.591021918575895,17
CPC006 A549 24H-trichostatin a-10.0,6.59092278853307,20
CPC007 HA1E 24H-carbazol-9-yl-p-tolyl-methanone-10.0,6.590072375302359,18
CPC006 LOVO 6H-BRD-A31107743-0.09,6.58956665728226,19
CPC011 VCAP 24H-zileuton-10.0,6.5895518857550535,20
CPC007 HA1E 6H-t5323840-10.0,6.588306993168156,20
CPC018 MCF7 24H-wortmannin-10.0,6.587312099532681,18
LJP006 A549 24H-PD-0325901-0.37,6.586994058457795,20
CPC013 SKB 24H-BRD-K93215584-10.0,6.5864063459971005,20
CPC009 MCF7 24H-salmeterol-10.0,6.585698841968472,19
LJP006 BT20 24H-GDC-0941-3.33,6.5826663012301045,20
CPC011 VCAP 24H-taxifolin-(+/-)-10.0,6.581444147009199,20
CPC006 RMUGS 6H-bi 2536-10.0,6.581053934616237,20
CPC016 MCF7 24H-anisomycin-10.0,6.580917566396781,20
CPC015 HT29 6H-scriptaid-10.0,6.5803693189956,20
CPC016 A549 24H-wortmannin-10.0,6.5789922648632375,18
LJP005 MDAMB231 24H-torin-2-1.11,6.57681534904882,20
CPC014 HCC515 6H-s1266-10.0,6.576167894655467,20
CPC006 HA1E 24H-atorvastatin-10.0,6.5760726414795645,20
CPC006 OV7 6H-BRD-K52075040-44.4,6.57574991464282,19
CPC006 NCIH2073 6H-hdac6 inhibitor isox-10.0,6.575530373526329,20
CPC012 A375 6H-BRD-K74761218-10.0,6.574613249254904,20
CPC020 VCAP 24H-BRD-K81514393-10.0,6.573690558491775,19
LJP006 MCF7 3H-BI-2536-1.11,6.572446759607301,19
LJP005 HT29 24H-BYL719-10,6.5718326941764245,20
CPC011 PC3 24H-calcipotriol-10.0,6.570393087193456,16
CPC004 HA1E 24H-sb 216641 hydrochloride-10.0,6.569547165573716,20
CPC002 HA1E 6H-fccp-10.0,6.567654959938901,19
CPC014 SKB 24H-BRD-K50387473-10.0,6.567046434111192,19
CPC013 VCAP 6H-trichostatin a-10.0,6.55949027354386,19
CPD002 PC3 24H-daunorubicin hydrochloride-10.0,6.558463590112545,20
LJP006 BT20 24H-GW-843682X-3.33,6.558220812328739,20
LJP009 A375 24H-dabrafenib-1.11,6.552835049451054,20
CPC006 NCIH596 6H-ski ii-40.0,6.552124792701225,20
CPC018 HT29 6H-sirolimus-10.0,6.551698984271989,19
CPC006 PC3 24H-quinacrine dihydrochloride dihydrate-10.0,6.551201442550232,15
CPC013 HEPG2 6H-BRD-K50140147-10.0,6.551150334110514,19
LJP006 MDAMB231 3H-alvocidib-3.33,6.550473554164619,20
LJP006 HA1E 24H-WYE-125132-0.04,6.550202221961328,20
CPC006 HCC515 24H-rottlerin ncgc00025228-11-9.68,6.549635130468687,20
CPC006 COV644 6H-BRD-K00317371-10.0,6.547598739978034,20
LJP006 HME1 24H-torin-1-0.04,6.5460233426216865,20
CPC017 PHH 24H-digoxin-10.0,6.545240110597705,18
LJP007 PC3 24H-KW-2449-10,6.543884958192089,20
LJP006 MDAMB231 24H-dasatinib-0.04,6.543762567204613,20
CPC006 SW620 6H-chaetocin-0.08,6.543347791252101,20
CPC020 A375 6H-BRD-K53308430-10.0,6.540976466610932,20
CPC016 MCF7 24H-ro 31-8220 mesylate-10.0,6.540817686191077,20
LJP009 PC3 24H-PD-0325901-3.33,6.540657594321638,20
CPC007 HA1E 24H-ncgc00183696-01-10.0,6.54035834469066,20
LJP006 HCC515 24H-HG-6-64-01-1.11,6.540182229141537,20
CPC018 A549 24H-sirolimus-10.0,6.540162176027705,20
CPC008 VCAP 24H-BRD-K97936712-10.0,6.538920608290561,12
CPC005 A549 6H-triamcinolone-10.0,6.533552462593312,20
LJP005 BT20 3H-CP466722-3.33,6.53293444374642,18
CPC017 A549 24H-er 27319 maleate-10.0,6.532248634515125,20
CPC013 ASC 24H-s1057-10.0,6.5298878958855004,20
CPC013 MCF7 24H-BRD-K93578426-10.0,6.527615122226524,20
CPC018 SKB 24H-cymarin-10.0,6.52657580555675,20
LJP005 BT20 3H-NVP-BEZ235-0.04,6.52649725040466,20
CPC005 PC3 24H-helveticoside-10.0,6.5263320037631845,20
LJP007 A549 24H-XMD-885-3.33,6.526194537934453,16
CPC013 SKB 24H-BRD-K87909389-10.0,6.52436861918544,20
CPC013 MCF7 24H-BRD-K87909389-10.0,6.523755310060352,20
LJP006 LNCAP 24H-fostamatinib-10,6.523522384469685,20
CPC018 A549 24H-vorinostat-10.0,6.520990382539627,20
CPC001 HA1E 6H-wortmannin-10.0,6.518023166120679,20
CPC012 HCC515 6H-s1030-10.0,6.516480809169676,20
CPC015 MCF7 6H-iopanoic acid-10.0,6.514800417901852,10
LJP006 PC3 24H-PF-562271-10,6.514607769441914,20
LJP006 BT20 3H-JNK-9L-0.37,6.512817515934669,20
LJP009 HT29 24H-CGP-60474-1.11,6.5092429162220915,20
CPC006 HCC515 6H-vorinostat-11.1,6.5085501370272905,20
LJP008 HA1E 24H-sirolimus-10,6.507682105061754,20
CPC006 MDST8 6H-phorbol-12-myristate-13-acetate (pma)-10.0,6.5069958797292875,20
LJP006 LNCAP 24H-GSK-2126458-10,6.506258353229427,20
CPC013 MCF7 24H-BRD-K64606589-10.0,6.504752246644018,20
CPC013 A549 24H-BRD-U37049823-10.0,6.504615997117641,20
CPC006 A375 24H-chemistry 2804-10.0,6.5041105140214786,20
CPC006 A549 6H-mk-2206-10.0,6.503365704059698,19
CPC017 ASC 24H-luzindole-10.0,6.502674827278796,20
CPC008 VCAP 6H-dm-55-3 brd-k81592585-10.0,6.502573131002835,20
LJP006 SKBR3 3H-radicicol-1.11,6.50226827178364,20
LJP006 SKBR3 3H-CGP-60474-1.11,6.500412568229927,20
"CPD001 PC3 24H-amethopterin (r,s)-10.0",6.497820111809675,20
CPC002 VCAP 24H-pravastatin sodium salt-10.0,6.496974622383295,20
CPC014 ASC 24H-stock1n-27488-10.0,6.49625650161586,20
CPC006 SW948 6H-importazole-60.0,6.49587745478459,20
CPC013 A375 6H-geldanamycin-10.0,6.495315340318897,19
LJP007 A549 24H-everolimus-10,6.494356957730188,15
CPC004 HCC515 24H-mitomycin c-10.0,6.493769966218081,20
LJP008 HCC515 24H-mocetinostat-1.11,6.491020487847768,20
CPC010 MCF7 24H-BRD-K43782924-10.0,6.490669860527589,19
CPC006 HT29 24H-arp 101-10.0,6.490280888685111,20
CPC020 HA1E 6H-vorinostat-10.0,6.489080525900539,20
CPC006 MCF7 24H-tipifarnib-p2-10.0,6.486883070104198,20
LJP009 A549 24H-GSK-1059615-0.37,6.4857373928958255,17
LJP006 MDAMB231 24H-NVP-TAE684-1.11,6.48506766516486,20
LJP005 MCF10A 24H-BYL719-10,6.484579660428858,20
CPC006 THP1 6H-prostaglandin a1-1.0,6.482259796728251,19
CPC006 SW620 6H-bml-259-80.0,6.4816277044826895,20
CPC013 PC3 6H-s1452-10.0,6.479336565749,18
CPC006 HT29 24H-quinacrine dihydrochloride dihydrate-10.0,6.477245227140053,20
CPC005 HA1E 24H-periplocymarin-10.0,6.476374425021598,20
CPC006 PC3 24H-chr 2797-80.0,6.474209099974525,20
CPC006 HA1E 24H-pimozide-10.0,6.4687853369121076,19
CPC006 HA1E 6H-phorbol-12-myristate-13-acetate (pma)-10.0,6.468386259481969,20
CPC018 MCF7 6H-zk 93423-10.0,6.4649923980444175,19
CPC013 PC3 6H-s1085-10.0,6.46496225253666,20
LJP005 BT20 3H-roscovitine-10,6.464168176007178,18
CPC002 HCC515 24H-niguldipine-10.0,6.463242377392496,20
LJP005 BT20 3H-WH-4-025-10,6.463052939315663,20
CPC013 ASC 24H-BRD-K72451865-10.0,6.4628170834010135,14
CPC004 HA1E 6H-wortmannin-10.0,6.461125315718325,20
LJP006 MDAMB231 3H-dasatinib-0.04,6.459976037241748,20
CPC002 HA1E 24H-irinotecan hydrochloride trihydrate-10.0,6.459721488457814,20
CPC007 HT29 6H-t5323840-10.0,6.458282494626044,20
CPC002 VCAP 6H-cymarin-10.0,6.457373496903624,20
CPC018 MCF7 6H-trichostatin a-10.0,6.457013613319272,20
CPC015 PHH 24H-phenolphthalein-10.0,6.4566281587263905,20
CPC012 A549 6H-BRD-K79619196-10.0,6.455988232455936,17
CPC006 VCAP 24H-parthenolide-20.0,6.455238615054001,20
LJP006 LNCAP 24H-sirolimus-10,6.454620347706075,20
LJP007 HCC515 24H-INK-128-1.11,6.452405319658212,20
CPC009 VCAP 6H-BRD-K55216615-10.0,6.449974394217911,18
LJP007 A375 24H-AZ-628-3.33,6.446767643786303,20
CPC013 MCF7 24H-wortmannin-10.0,6.442111584553698,20
CPC014 VCAP 6H-s1042-10.0,6.442072864364857,20
CPC005 A549 6H-homochlorcyclizine dihydrochloride-10.0,6.440017476201723,19
CPC012 A375 6H-BRD-A63583287-10.0,6.43864532771147,20
CPC006 PC3 6H-qs 11-10.0,6.434469733570183,19
CPC002 HCC515 6H-kenpaullone-10.0,6.433815015247613,20
CPC015 A549 24H-lovastatin-10.0,6.43371171283731,20
LJP009 MCF7 24H-SB-239063-10,6.433685777020035,20
CPD003 MCF7 24H-vorinostat-10.0,6.433267118530949,20
CPC006 HA1E 24H-16-hydroxytriptolide-0.08,6.4327732089987055,20
LJP006 HME1 24H-THZ-2-98-01-10,6.432406927375018,20
CPC012 MCF7 6H-BRD-A41250203-10.0,6.4320634709935955,18
CPC005 A375 24H-bisindolylmaleimide iv-10.0,6.4313426409845,19
CPC004 VCAP 6H-danazol-10.0,6.430226987909878,20
CPC014 PC3 6H-BRD-K69852452-10.0,6.4301766691200175,20
CPC014 HCC515 6H-dexamethasone-10.0,6.429897003767607,20
CPC019 HA1E 6H-BRD-K23582869-10.0,6.4275653131160855,19
LJP006 HEPG2 24H-PHA-793887-1.11,6.426670728273092,20
CPC006 HA1E 24H-BRD-K89692698-160.0,6.426028281598776,15
CPC019 HT29 6H-BRD-A68061604-10.0,6.425804656547289,16
LJP008 HCC515 24H-mocetinostat-0.12,6.425367682436992,20
CPC012 HT29 6H-BRD-K98731749-10.0,6.424995700812884,16
CPC016 MCF7 6H-wortmannin-10.0,6.424922372000259,19
CPC011 PC3 24H-mevastatin-10.0,6.424721225028229,20
LJP006 MDAMB231 24H-geldanamycin-0.37,6.419087995558789,20
LJP009 A549 24H-KIN001-269-3.33,6.418727531732172,11
CPC003 HA1E 24H-vorinostat-10.0,6.417227268866058,20
CPC020 A549 6H-vorinostat-10.0,6.416882373586592,20
CPC012 HCC515 6H-BRD-K68202742 (trichostatin a)-10.0,6.413906852093321,20
LJP005 BT20 24H-BYL719-3.33,6.412078434532459,20
CPC010 MCF7 24H-vorinostat-10.0,6.409816340668083,20
CPC006 HA1E 6H-BRD-A18763547-10.0,6.407988795970664,20
CPC010 VCAP 24H-BRD-K05331696-10.0,6.406406815478087,20
CPC001 VCAP 24H-wortmannin-10.0,6.406275361644111,16
CPC013 SKB 24H-BRD-K50140147-10.0,6.405989503853623,20
CPC019 MCF7 6H-BRD-K67870070-10.0,6.405395634167038,20
LJP005 MDAMB231 24H-WH-4-025-0.37,6.404852775864639,19
CPC014 NEU 24H-BRD-U33728988-10.0,6.402623470288863,20
CPC004 VCAP 6H-epirubicin hydrochloride-10.0,6.399406964241269,20
LJP005 HCC515 24H-buparlisib-1.11,6.399010248251504,20
CPC014 PC3 6H-BRD-U00779237-10.0,6.396776708052698,20
CPC006 HEPG2 6H-BRD-A18763547-10.0,6.395120230522985,20
LJP005 MCF7 3H-PF-477736-10,6.394650939898219,20
CPC006 WSUDLCL2 6H-ku 0060648 trihydrochloride-10.0,6.392526719193866,19
LJP006 HS578T 3H-AS-605240-1.11,6.388494290245727,20
LJP006 HME1 24H-JNK-9L-0.37,6.388416778504251,20
LJP005 BT20 24H-GDC-0980-1.11,6.3881797465838535,20
CPC019 HT29 6H-BRD-K04695623-10.0,6.387960735986252,19
CPC012 MCF7 24H-trichostatin a-10.0,6.387552542922186,20
CPC001 HCC515 6H-vorinostat-10.0,6.387058583605441,20
CPC008 A549 6H-vorinostat-10.0,6.385793417214474,20
CPC008 VCAP 6H-BRD-K54687541-10.0,6.384768492622384,20
CPC019 A375 6H-BRD-K73945663-10.0,6.384528565392502,20
LJP008 MCF7 24H-MK-1775-0.04,6.378941756190747,19
CPC017 A375 6H-tws119-10.0,6.378029674898663,19
LJP005 HT29 24H-GDC-0980-10,6.37529378088313,20
CPC006 PC3 24H-amiodarone hydrochloride-10.0,6.374957747339047,15
LJP007 PC3 24H-PHA-767491-0.37,6.372370450945355,19
LJP005 HA1E 24H-PLX-4720-10,6.372147293508205,20
LJP006 MCF10A 3H-celastrol-1.11,6.3699983995472484,20
CPC009 PC3 24H-BRD-K18724229-10.0,6.36686007113473,16
CPC008 VCAP 24H-vorinostat-10.0,6.366266459333931,20
CPC006 HCC515 6H-hdac6 inhibitor isox-10.0,6.365446820289177,20
CPC017 MCF7 24H-geldanamycin-10.0,6.363999162690095,20
CPC008 HT29 6H-ncgc00167097-01-10.0,6.363893692481685,19
CPC014 A549 6H-BRD-K75081836-10.0,6.36348239994074,20
CPC012 MCF7 24H-k784-3131-10.0,6.36293530026903,19
CPC019 A549 6H-vorinostat-10.0,6.360114256269134,20
LJP009 MCF7 24H-dabrafenib-0.12,6.359974478174292,20
CPC013 PC3 24H-trichostatin a-10.0,6.359781201941418,20
CPC014 A549 24H-wortmannin-10.0,6.358782249918528,20
CPC006 CL34 6H-BRD-K92317137-10.0,6.3583016860614014,20
CPD003 MCF7 24H-tyloxapol-10.0,6.357170770033761,18
LJP007 HCC515 24H-sutent-1.11,6.355654200174351,20
CPC012 PC3 6H-1483-0018-10.0,6.3515483049610015,20
CPC004 VCAP 24H-exemestane-10.0,6.350481430751221,19
LJP006 HS578T 3H-alvocidib-10,6.347944255519225,20
CPC006 JHUEM2 6H-cot-10b-44.4,6.347774168442336,20
CPC007 A375 6H-BRD-K58679021-10.0,6.346923586391273,16
LJP006 SKBR3 3H-A443654-3.33,6.345244265869071,20
LJP005 HA1E 24H-TGX-221-10,6.344032482966748,20
CPC006 VCAP 24H-arachidonyl trifluoro-methyl ketone-80.0,6.340769002286093,20
CPC014 VCAP 6H-s1475-10.0,6.3397766172774,10
LJP005 A549 24H-PD-0325901-0.04,6.339401833620671,20
CPC010 VCAP 6H-BRD-A18725729-10.0,6.337057592415138,20
CPC006 PC3 6H-wortmannin-10.0,6.336822328578564,20
CPC019 MCF7 24H-BRD-K87387614-10.0,6.336010037613067,16
CPC020 A375 6H-trichostatin a-10.0,6.3349945348811465,20
CPC020 VCAP 24H-BRD-K12002134-10.0,6.333912116847031,13
CPC014 A549 24H-hy-11067-10.0,6.333174105891816,18
CPC017 NPC 24H-BRD-K23478508 (digoxin)-10.0,6.331453904848071,19
CPC006 SNUC5 6H-narciclasine-10.0,6.3312717618113465,20
LJP006 HA1E 24H-QL-X-138-1.11,6.330472340175871,20
CPC006 PC3 24H-16-hydroxytriptolide-0.08,6.3274636018207415,20
CPC019 MCF7 24H-BRD-K96076993-10.0,6.327332385274123,20
CPC004 VCAP 24H-erythromycin estolate-10.0,6.326698385356554,14
CPC006 NCIH2073 6H-np-001236-40.0,6.325363209485263,20
CPC016 SKB 24H-aminopurvalanol a-10.0,6.322197805292868,20
LJP009 HA1E 24H-ALW-II-38-3-0.37,6.321052106609691,19
LJP007 HA1E 24H-INK-128-0.04,6.317702003899984,20
CPC006 VCAP 24H-BRD-K52075040-44.4,6.317529701020811,20
CPC016 MCF7 6H-camptothecin-10.0,6.315357786894042,19
LJP007 HA1E 24H-PD-0325901-0.37,6.315250054951539,20
CPC006 HCT116 6H-hki-272-10.0,6.315065500161427,20
LJP005 MCF7 3H-PLX-4720-10,6.313239258377499,20
